ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.022050355267222738,0.5377443498679191,0.27671295690540265,0.572470920700391,0.04105035526722274,0.8525957780076424,-1.0906734734779506,1.9693114210247469,0.7632410422457749
