ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.11687122183550101,0.6277577334831727,0.439042669750738,0.9886593932311665,0.177889307123937,0.20097482557271498,-0.9821092104497231,-1.3184815095513212,1.2034032600751239,1
0.13189207306854367,0.6719139724222316,0.5162711942366625,0.9888342933599458,0.19871228380255018,-0.07484648432473347,-1.2019383658800242,-1.3643006796233699,1.3605742392530882,1
0.11791617473435655,0.6353142320758091,0.49305692032395865,0.9915091076228201,0.1747785190856393,-0.006663445476503582,-1.1027338237455577,-1.351177975648389,1.768451442864194,1
0.10978535353535354,0.71046578493387,0.4765142802376845,0.9875116315806249,0.17867050241446625,0.1403142070444627,-1.8517500878962858,-1.3813270532277635,4.326830335340446,1
0.12583943833943834,0.6364138438880707,0.48740236247816604,0.9916631107227575,0.1892574314243085,0.0002771874247462458,-0.9548921951249025,-1.4282923447072144,1.972676485773781,1
0.13097072419106318,0.53938185443669,0.47449329900310294,0.9866044718625562,0.20545185980931918,-0.02732239155144369,-0.4956337385738337,-1.220000973485743,0.6582481550238128,0
0.10877957658779576,0.6606393739561361,0.4678930113961597,0.9864306695640591,0.1801402351000206,0.054776209081797284,-1.126705658178366,-1.2839040107374533,1.80046622574943,0
0.11667928684518483,0.5981815977694266,0.45300840485613914,0.9833350257842588,0.2148016727917881,0.18124353616833244,-0.7360314790852329,-1.173510032766858,0.4790880324049702,0
0.09259259259259259,0.6264579124579125,0.4814692378328742,0.9819106232279945,0.19407198306280876,-0.043092776359384105,-0.7813663650933537,-1.236774379158731,0.2795102991630589,0
0.09593946745220355,0.576435743597196,0.4643082964491331,0.9851716102303134,0.19759695455626933,0.0321420050308669,-0.5207289562713963,-1.2401793581906164,0.25638018580227495,0
