ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.13531844499586435,0.5354523227383863,0.48466756053316506,0.9835241089379391,0.17954345917471468,-0.011751589278839897,-0.43038488340329517,-1.1405021586096786,-0.34590220587218967,1
0.1409982174688057,0.6484197218710492,0.4636248707045167,0.9919767749080584,0.19497165393147647,0.07145386337362145,-0.8158111600856092,-0.9727940666796377,-0.16204299528716337,1
0.11101524302559677,0.5345309517316608,0.47613890540502274,0.9897896478217642,0.15861927265255804,-0.03270058867872577,-0.4518484088224497,-1.172817807058505,-0.1230631211303268,1
0.09490049751243781,0.5614678899082569,0.48792081532051407,0.9914359697049502,0.14647725091188327,-0.20530354125674108,-0.4247054468189713,-1.1489729767827044,-0.3217441577365294,1
0.10906276386152547,0.6308159392789374,0.4966692390801049,0.992867307553013,0.15868140868140868,-0.10071234484921332,-0.768177079925028,-1.0419740782626163,-0.13537614207498283,1
0.15215924426450742,0.5057706521121156,0.5175851908040612,0.9854342782262425,0.20008873114463177,-0.11156915437149957,-0.21569190779942196,-1.1991295594348486,-0.4594079668458493,0
0.17159498207885304,0.4915868871482449,0.49259875347426935,0.985159449668137,0.2504086302713305,-0.09939147716990125,-0.25345837640730645,-1.2255946828374475,0.18348324174932262,0
0.17746759720837488,0.5558079973562459,0.4684583888783089,0.9813438544975225,0.2541042112776588,0.05687667973024752,-0.30833709053852887,-1.2623019671730902,0.0793613674273228,0
0.163465232424126,0.49635104211763253,0.5061542024410955,0.9856790270213327,0.23770949720670392,-0.042948339803455506,-0.09366582940474108,-1.2145853895003442,-0.15399219766197358,0
0.19551192145862553,0.5369093349377516,0.5040608820410455,0.9833909967604314,0.2482193732193732,-0.012119250442468118,-0.26836596782641503,-1.2115810880401798,-0.36202961211675033,0
