ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.23694923594923595,0.551595981771613,0.3845028005291452,0.9519337183193761,0.25594923594923596,0.5102992632545373,-0.2727946669395917,-0.3161655593623207,-0.3469470788164133,1
0.20909493536766263,0.5778886625933469,0.37163151604921646,0.9486840203551385,0.22809493536766262,0.6365049692271885,-0.46631327989831917,-0.22807173670386005,-0.02409458896840075,1
0.17163492063492064,0.5521973052787006,0.3759824504737296,0.9589989191486668,0.19063492063492063,0.9135447200459949,-0.09037421734430928,0.37809771552930727,0.06590774421889892,1
0.20237299771167047,0.5670424641148325,0.3835913482652613,0.9480809294955799,0.22137299771167046,0.700971236030383,-0.2638417045791268,-0.0017399764385395144,-0.5840484520427276,1
0.19118518518518518,0.5946640701071081,0.3613978145623715,0.9509133998181378,0.21018518518518517,0.7418690996076097,-0.3132030193355464,0.022636009855033112,-0.3668240676033274,1
0.19127093596059114,0.5836301752036602,0.5322191400832178,0.9301799115458953,0.21027093596059113,-0.12259831829387718,-0.2870497890570505,-1.11803517279399,-0.5253559992540973,0
0.1936458832933653,0.49273915375278743,0.502586431151463,0.9289939788223558,0.21264588329336528,-0.08938751040180336,0.2144463259051446,-1.064607762199482,-0.3679325088112282,0
0.1645198135198135,0.5998212621305993,0.41528758720490727,0.954184582718475,0.1835198135198135,0.07223643652659123,-0.09924395990747636,-0.8513023256833692,-0.40571931153985674,0
0.1377430441898527,0.5790926667587349,0.3945401530488814,0.9403893655235409,0.1567430441898527,0.23254448934037295,0.016087646305064,-0.6192678382429522,-0.4778680669156474,0
0.17727118644067796,0.5044123672937232,0.4998168498168498,0.8967615719189002,0.19627118644067795,-0.0686145879363545,0.17486438173862792,-1.0744947994277176,-0.4038932730116491,0
